,name,floorSize,price,lat,lng
578," 213 Kenbrook Cir San Jose, CA 95111 ",724 sqft,"$375,000",37.287132,-121.84052
579," 3634 7th Ave #9BC San Diego, CA 92103 ","1,933 sqft","$850,000",32.743675,-117.158676
580," 2995 Cambridge Dr San Jose, CA 95125 ","2,109 sqft","$1,388,888",37.277393,-121.88316
581," 2118 N Glenn Ave Fresno, CA 93704 ","3,900 sqft","$419,900",36.769802,-119.79317
582," 1858 Chatsworth Blvd San Diego, CA 92107 ","1,670 sqft","$799,000",32.73505,-117.232864
583," 1615 San Luis Rey Ave Coronado, CA 92118 ","2,540 sqft","$2,299,000",32.686283,-117.171005
584," 9901 Kip Dr Beverly Hills, CA 90210 ","7,466 sqft","$7,495,000",34.10153,-118.432465
585," 5866 Cadiz Dr San Jose, CA 95123 ","1,452 sqft","$888,888",37.242657,-121.85101
586," 25569 Pine Creek Ln #67 Wilmington, CA 90744 ","1,170 sqft","$359,000",33.79182,-118.28376
587," 20335 Paseo Meriana Northridge, CA 91326 ","1,381 sqft","$625,000",34.27515,-118.57664
588," 616 Cultivate Irvine, CA 92618 ","2,166 sqft","$931,210",33.68535,-117.73601
589," 5935 E Pitt Ave Fresno, CA 93727 ","2,280 sqft","$342,490",36.717957,-119.71262
590," 1023 S Citron St #21 Anaheim, CA 92805 ",962 sqft,"$297,000",33.819157,-117.917404
591," 6726 Gross Ave West Hills, CA 91307 ","2,340 sqft","$799,999",34.19296,-118.63995
592," 2107 Beau Pre St Stockton, CA 95206 ","1,234 sqft","$294,900",37.922638,-121.31614
593," 525 E 238th Pl Carson, CA 90745 ",775 sqft,"$415,000",33.809048,-118.26584
594," 10726 N Golden Eagle Dr Fresno, CA 93730 ","4,841 sqft","$1,299,000",36.89245,-119.75219
595," 4904 Tujunga Ave North Hollywood, CA 91601 ","5,831 sqft","$2,350,000",34.160046,-118.378685
596," 11209 Hooper Ave Los Angeles, CA 90059 ",835 sqft,"$405,000",33.93279,-118.252495
597," 410 N Kilkea Dr Los Angeles, CA 90048 ","4,028 sqft","$4,395,000",34.07848,-118.36661
598," 11607 Zancara Dr Bakersfield, CA 93311 ","1,679 sqft","$265,000",35.302437,-119.131516
599," 19423 De Marco Rd Riverside, CA 92508 ","3,381 sqft","$525,000",33.90381,-117.32332
600," 5343 Yarmouth Ave #104 Encino, CA 91316 ","1,502 sqft","$529,000",34.168137,-118.52076
601," 2358 Las Colinas Ave Los Angeles, CA 90041 ",943 sqft,"$699,000",34.131775,-118.22035
602," 331 Tradewinds Dr San Jose, CA 95123 ","1,122 sqft","$599,950",37.25528,-121.829605
603," 1301 S Hudson Ave Los Angeles, CA 90019 ","1,839 sqft","$1,149,000",34.050938,-118.33765
604," 5261 E Fairlee Ct Anaheim, CA 92807 ","3,000 sqft","$1,099,999",33.84366,-117.80258
605," 1655 Clark Ave #124 Long Beach, CA 90815 ","1,339 sqft","$475,000",33.788,-118.134964
606," 34 Talisman Irvine, CA 92620 ","1,512 sqft","$799,000",33.696087,-117.74709
607," 132 Beechmont Irvine, CA 92620 ","2,450 sqft","$1,225,000",33.708927,-117.74235
608," 11808 Fellows Ave San Fernando, CA 91340 ","1,705 sqft","$575,000",34.28409,-118.41961
609," 7096 E Blackbird Ln Anaheim, CA 92807 ","3,043 sqft","$1,049,999",33.844154,-117.75619
610," 122 Kestrel Irvine, CA 92618 ","1,460 sqft","$749,000",33.70213,-117.72865
611," 1285 Bird Ave San Jose, CA 95125 ","1,120 sqft","$965,000",37.308315,-121.8933
612," 1452 Santa Victoria Rd #1 Chula Vista, CA 91913 ","1,163 sqft","$419,900",32.615143,-116.98773
613," 5300 Sweetwater Trails San Diego, CA 92130 ","4,495 sqft","$1,867,375",32.948673,-117.20564
614," 8536 Kern Canyon Rd #49 Bakersfield, CA 93306 ","1,296 sqft","$24,277",35.38181,-118.907906
615," 3757 Del Rio Dr Stockton, CA 95204 ","1,564 sqft","$399,000",37.972942,-121.3484
616," 3336 Tica Dr Los Angeles, CA 90027 ","2,194 sqft","$1,595,000",34.1145,-118.27984
617," 1985 15th St San Francisco, CA 94114 ","2,975 sqft","$2,995,000",37.76593,-122.42835
618," 2379 39th Ave San Francisco, CA 94116 ","1,362 sqft","$1,299,000",37.74251,-122.497475
619," 18550 Hatteras St #115 Tarzana, CA 91356 ","1,203 sqft","$395,701",34.176464,-118.53801
620," 2172 Pettigrew Dr San Jose, CA 95148 ","1,645 sqft","$898,000",37.316406,-121.80694
621," 9392 Flicker Way West Hollywood, CA 90069 ","3,500 sqft","$5,495,000",34.096333,-118.39444
622," 4244 N Cresta Ave Fresno, CA 93723 ","3,058 sqft","$433,002",36.81212,-119.90425
623," 3725 Gleneagles Dr Tarzana, CA 91356 ","3,404 sqft","$1,295,000",34.136833,-118.5639
624," 1608-1612 Dolores St San Francisco, CA 94131 ","2,350 sqft","$4,685,000",37.743515,-122.42477
625," 1901 Sunflower Ct Modesto, CA 95356 ","3,454 sqft","$519,990",37.702587,-121.027405
626," 14212 Hamlin St Van Nuys, CA 91401 ","1,042 sqft","$599,900",34.18853,-118.44273
627," 352 N Orlando Ave Los Angeles, CA 90048 ","1,709 sqft","$1,987,000",34.077583,-118.372856
628," 1504 Hazelmere Ct Bakersfield, CA 93311 ","3,147 sqft","$554,000",35.34152,-119.115204
629," 386 Santa Clara Ave #204 Oakland, CA 94610 ","1,071 sqft","$565,000",37.81309,-122.24803
630," 2314 Prosser Ave Los Angeles, CA 90064 ","2,860 sqft","$2,449,000",34.045822,-118.42225
631," 1466 E 51st St Los Angeles, CA 90011 ","1,704 sqft","$499,000",33.996506,-118.24846
632," 6018 Carver Rd Modesto, CA 95356 ","4,630 sqft","$2,550,000",37.727036,-121.0202
633," 10825 Coronado Pointe Dr Bakersfield, CA 93311 ","2,021 sqft","$299,900",35.295303,-119.12298
634," 1611 E Cesar E Chavez Ave Los Angeles, CA 90033 ","6,156 sqft","$1,650,000",34.05181,-118.218155
635," 10445 Kewen Ave Pacoima, CA 91331 ","1,496 sqft","$539,900",34.260254,-118.425385
636," 225 Manitoba Ter Fremont, CA 94538 ","1,560 sqft","$269,000",37.512268,-121.955795
637," 901 Tennessee St #211 San Francisco, CA 94107 ","1,228 sqft","$1,699,000",37.760227,-122.38915
638," 14150 Clayton Rd San Jose, CA 95127 ","2,212 sqft","$1,300,000",37.365,-121.7723
639," 3620 Pershing Ave San Diego, CA 92104 ","1,249 sqft","$839,000",32.744377,-117.13495
640," 3455 Adams Ave #6 San Diego, CA 92116 ",910 sqft,"$430,000",32.763176,-117.11879
641," 800 A Ave Coronado, CA 92118 ","3,221 sqft","$3,100,000",32.687294,-117.17519
642," 6847 New Ridge Dr Riverside, CA 92506 ","1,901 sqft","$479,900",33.926193,-117.33357
643," 24124 Highlander Rd West Hills, CA 91307 ","1,600 sqft","$745,000",34.196026,-118.65086
644," 1366 40th Ave San Francisco, CA 94122 ","1,290 sqft","$1,100,000",37.761345,-122.499214
645," 2499 Knob Hill Dr Riverside, CA 92506 ","8,000 sqft","$1,749,000",33.948917,-117.36488
646," 21001 Plummer St #99 Chatsworth, CA 91311 ","1,344 sqft","$145,000",34.24377,-118.591255
647," 2714 Hyans St Los Angeles, CA 90026 ","1,778 sqft","$999,999",34.072178,-118.27682
648," 5033 W Minarets Ave Fresno, CA 93722 ","2,652 sqft","$439,500",36.84125,-119.882385
649," 8443 Brier Dr Los Angeles, CA 90046 ","2,221 sqft","$1,050,000",34.104656,-118.37499
650," 2228 E Westport Dr Anaheim, CA 92806 ","7,622 sqft","$2,950,000",33.83653,-117.885124
651," 4016 Ashfield Way Modesto, CA 95356 ","2,553 sqft","$396,000",37.697308,-121.06596
652," Address Not Disclosed Bakersfield, CA 93308 ","1,449 sqft","$259,800",35.403557,-119.07666
653," 6355 E Balch Ave Fresno, CA 93727 ","1,700 sqft","$299,000",36.73918,-119.67571
654," 11885 Sierra Glen Dr Riverside, CA 92505 ","2,682 sqft","$489,900",33.926594,-117.50969
655," 2060 Donnici St San Jose, CA 95136 ","1,757 sqft","$935,000",37.288807,-121.86336
656," 20335 Via Galileo Porter Ranch, CA 91326 ","4,721 sqft","$1,489,000",34.295776,-118.57677
657," 774 Andover St San Francisco, CA 94110 ",875 sqft,"$830,151",37.733486,-122.41718
658," 288 W Canadian Ave Fresno, CA 93711 ","3,365 sqft","$799,000",36.862682,-119.79628
659," 7103 Marina Pacifica Dr N #13 Long Beach, CA 90803 ","1,852 sqft","$798,000",33.759624,-118.1166
660," 6741 Avenida Manana La Jolla, CA 92037 ","4,210 sqft","$3,495,000",32.832138,-117.26625
661," 2299 Market St #204 San Francisco, CA 94114 ",860 sqft,"$1,187,000",37.76409,-122.43284
662," 5422 Adobe Falls Rd #14 San Diego, CA 92120 ","1,144 sqft","$320,976",32.782325196105,-117.08245531936
663," 2710 Rain Dr Bakersfield, CA 93313 ","1,501 sqft","$229,950",35.291737,-119.03295
664," 5471 Country Club Pkwy San Jose, CA 95138 ","6,081 sqft","$12,500,000",37.27482,-121.77266
665," 1224 Coyote Creek Ct San Jose, CA 95116 ",849 sqft,"$499,950",37.352245,-121.87156
666," 4444 Cessna St Riverside, CA 92509 ","1,898 sqft","$469,000",33.98716,-117.40769
667," 267 S San Pedro St #306 Los Angeles, CA 90012 ",970 sqft,"$519,000",34.047737,-118.242676
668," 16912 Laurel Hill Ln #121 San Diego, CA 92127 ","1,450 sqft","$574,950",33.022507,-117.11373
669," 14023 Weddington St Sherman Oaks, CA 91401 ","2,363 sqft","$1,149,000",34.16693,-118.43865
670," 631 N Martel Ave Los Angeles, CA 90036 ","4,122 sqft","$3,750,000",34.082798,-118.35143
671," 66 Cleary Ct #604 San Francisco, CA 94109 ","1,106 sqft","$995,000",37.784386,-122.42697
672," 2976 Locust St San Diego, CA 92106 ","1,484 sqft","$990,000",32.74478,-117.21389
673," 10590 Wilshire Blvd #902 Los Angeles, CA 90024 ","1,202 sqft","$699,500",34.061546,-118.43325
674," 2144 Big Horn Dr #252 Chula Vista, CA 91915 ","1,437 sqft","$445,000",32.6231,-116.96167
675," 7530 Draper Ave La Jolla, CA 92037 ","2,188 sqft","$1,275,000",32.84012,-117.27662
676," 1645 W Wisteria Pl Santa Ana, CA 92703 ","1,136 sqft","$559,999",33.737164,-117.890816
677," 711 Chestnut Ave Los Angeles, CA 90042 ","1,472 sqft","$1,149,000",34.117443,-118.17214
678," 3814 Mount Everest Blvd San Diego, CA 92111 ","1,352 sqft","$725,000",32.810734,-117.18661
679," 5800 3rd St San Francisco, CA 94124 ","1,083 sqft","$795,000",37.725414,-122.39469
680," 185 19th Ave San Francisco, CA 94121 ","1,812 sqft","$1,950,000",37.78443,-122.47886
681," 2957 E Eclipse Ave Fresno, CA 93720 ","1,458 sqft","$319,900",36.874397,-119.73102
682," 4950-52 Hawley Blvd San Diego, CA 92116 ","1,752 sqft","$995,000",32.768223,-117.11979
683," 750 E 53rd St #2 Los Angeles, CA 90011 ","2,132 sqft","$649,900",33.99388,-118.261826
684," 63 White Ln Bakersfield, CA 93307 ","1,092 sqft","$699,000",35.316578,-119.006905
685," 45630 Montclaire Ter Fremont, CA 94539 ","4,962 sqft","$2,800,000",37.51399,-121.915924
686," 13050 Caminito Del Rocio Del Mar, CA 92014 ","1,426 sqft","$1,199,000",32.937435,-117.25638
687," 4260 44th St #331 San Diego, CA 92115 ",462 sqft,"$149,900",32.754253,-117.10006
688," 11918 Olive Glen Ln Los Angeles, CA 90047 ","1,871 sqft","$620,000",33.9249,-118.30316
689," 22421 Mulholland Dr Woodland Hills, CA 91364 ","1,928 sqft","$1,099,000",34.15004,-118.614876
690," 4614 Edgewood Ave Oakland, CA 94602 ","1,393 sqft","$799,000",37.809975,-122.218025
691," 4553 E Larkspur Cir Anaheim, CA 92807 ","1,246 sqft","$620,000",33.867268,-117.81659
692," RESIDENCE 2 Plan in THE VILLAGE OF ESCAYA : Castellena by CalAtlantic Homes Chula Vista, CA 91913 ","2,986 sqft","$698,900+",32.5966,-117.004
693," 119 Lane St Modesto, CA 95354 ","1,786 sqft","$315,000",37.641773,-120.9881
694," 15657 Tanner Ridge Rd San Diego, CA 92127 ","2,771 sqft","$975,000",33.014793,-117.13217
695," 7726 Kentwood Ave Los Angeles, CA 90045 ","3,362 sqft","$1,995,000",33.972324,-118.40096
696," 3702-3702A 22nd St San Francisco, CA 94114 ","1,850 sqft","$3,995,000",37.758068,-122.435715
697," 15611 Carparzo Dr Bakersfield, CA 93314 ","1,722 sqft","$310,000",35.39197,-119.17628
698," 12412 Texas Ave #102 Los Angeles, CA 90025 ","1,526 sqft","$830,000",34.040375,-118.46849
699," 4719 Atoll Ave Sherman Oaks, CA 91423 ","2,671 sqft","$1,599,000",34.156364,-118.42065
700," 7 Hunter Irvine, CA 92620 ","3,216 sqft","$1,200,000",33.703983,-117.76186
701," 6350 Genesee Ave #211 San Diego, CA 92122 ",816 sqft,"$379,000",32.853275,-117.20474
702," 2658 E Shea Dr Fresno, CA 93720 ","3,405 sqft","$539,900",36.87153,-119.736244
703," 7018 Olen Arnold Ave Bakersfield, CA 93307 ","1,842 sqft","$329,999",35.29071,-119.00428
704," 3424 Mona Way Bakersfield, CA 93309 ","1,453 sqft","$192,990",35.348408,-119.0424
705," 5641 E Butler Ave Fresno, CA 93727 ","5,424 sqft","$859,000",36.729218,-119.69839
706," 737 E 47th St #2 Los Angeles, CA 90011 ","1,724 sqft","$430,000",34.00098,-118.26271
707," 3417 Futura Rose Ave Bakersfield, CA 93313 ","2,208 sqft","$246,818",35.289825,-119.04107
708," 2087 E Axelson Dr Fresno, CA 93730 ","1,753 sqft","$389,999",36.894108,-119.74516
709," 1575 W Harriet Ln Anaheim, CA 92802 ","1,314 sqft","$639,900",33.81248,-117.93597
710," 555 Fulton St #305 San Francisco, CA 94102 ",504 sqft,"$775,000",37.778168,-122.42575
711," 6010 Hamilton Dr Riverside, CA 92506 ","1,128 sqft","$360,000",33.96066,-117.386635
712," 9625 Highland Gorge Dr Beverly Hills, CA 90210 ","1,300 sqft","$1,495,000",34.096226,-118.4158
713," 16946 Avenida De Santa Ynez Pacific Palisades, CA 90272 ","3,298 sqft","$2,340,000",34.074074,-118.56074
714," 2318 Calhoun Way Stockton, CA 95207 ","1,281 sqft","$268,800",38.00291,-121.339905
715," 4413 Bidwell Pl Stockton, CA 95207 ","1,387 sqft","$289,999",37.989166,-121.308334
716," 1296 S Citrus Ave Los Angeles, CA 90019 ","5,438 sqft","$2,100,000",34.050224,-118.34334
717," 14955 Foothill Blvd Sylmar, CA 91342 ","1,168 sqft","$589,900",34.3228,-118.45931
718," 195 S Peralta Hills Dr Anaheim, CA 92807 ","6,946 sqft","$2,800,000",33.84025,-117.82633
719," 56 Gravity Irvine, CA 92618 ","4,648 sqft","$3,701,600",33.675915,-117.70974
720," 8519 Yearling Way Riverside, CA 92509 ","3,012 sqft","$715,000",33.978703,-117.46815
721," 1833 Oregon Ave Long Beach, CA 90806 ","1,098 sqft","$499,999",33.790554,-118.20194
722," 1856 Sumatra Ave San Jose, CA 95122 ","1,040 sqft","$690,000",37.329517,-121.835045
723," 3210 Spring Garden St Riverside, CA 92501 ","2,285 sqft","$425,000",34.000492,-117.354065
724," 14955 Avenida Venusto #65 San Diego, CA 92128 ","1,296 sqft","$439,000",32.98934,-117.06767
725," 5019 Yellowstone Park Dr Fremont, CA 94538 ","1,736 sqft","$1,149,000",37.511604,-121.96978
726," 4347 Huerfano Ave San Diego, CA 92117 ","1,729 sqft","$899,000",32.821117,-117.21796
727," 715 N Vista St Los Angeles, CA 90046 ","2,346 sqft","$1,990,000",34.08413,-118.35253
728," 1520 S Burnside Ave Los Angeles, CA 90019 ","2,268 sqft","$899,000",34.045933,-118.35542
729," 2307 Titleist Ct Stockton, CA 95206 ","1,234 sqft","$305,000",37.926388,-121.31842
730," 522-524 Bowdoin St San Francisco, CA 94134 ","2,250 sqft","$1,095,000",37.728977,-122.41214
731," 8522 Visby Pl Sun Valley, CA 91352 ","2,229 sqft","$1,199,000",34.225266,-118.35714
732," 6724 Hough St Los Angeles, CA 90042 ","1,980 sqft","$888,888",34.11762,-118.17173
733," 3114 Magnolia St Oakland, CA 94608 ","1,772 sqft","$799,000",37.823227,-122.28202
734," 1593 Cherry Glen Way San Jose, CA 95125 ","4,248 sqft","$2,988,000",37.295395,-121.90817
735," Thorndale Dr Oakland, CA 94611 ","6,223 sqft","$249,000",37.846313,-122.20459
736," 401 Harrison St #21B San Francisco, CA 94105 ","1,311 sqft","$1,799,000",37.786064,-122.39217
737," 312 Sheridan Ave Piedmont, CA 94611 ","4,856 sqft","$3,495,000",37.82148,-122.22702
738," 5611 Woodlake Ave Woodland Hills, CA 91367 ","3,551 sqft","$1,375,000",34.17221,-118.6324
739," 1714 Comstock Ave Los Angeles, CA 90024 ","2,054 sqft","$1,995,000",34.059437,-118.423035
740," 692 S Casita St Anaheim, CA 92805 ","1,293 sqft","$550,000",33.832474,-117.90621
741," 21455 S Normandie Ave Torrance, CA 90501 ","2,271 sqft","$916,990",33.83291,-118.29943
742," 9983 Thistle Ave Fountain Valley, CA 92708 ","2,947 sqft","$1,100,000",33.72631,-117.95492
743," 3500 Buchanan St #100 Riverside, CA 92503 ","1,056 sqft","$39,000",33.885616,-117.49721
744," 7006 E El Paseo St Long Beach, CA 90815 ","2,092 sqft","$749,000",33.79459,-118.09632
745," 3540 Willowcrest Ave Studio City, CA 91604 ","2,544 sqft","$2,150,000",34.13451,-118.37077
746," 4619 E 4th St #2 Long Beach, CA 90814 ","1,401 sqft","$629,000",33.772255,-118.139084
747," 2312 Wellesley Ave Los Angeles, CA 90064 ","1,951 sqft","$1,570,000",34.02946,-118.452736
748," 4072 Sandton Ln San Diego, CA 92105 ","1,494 sqft","$449,999",32.75039,-117.078316
749," 1940 Dry Creek Rd San Jose, CA 95124 ","3,000 sqft","$2,699,995",37.28036,-121.92959
750," 6309 W Donner Ave Fresno, CA 93722 ","2,058 sqft","$344,736",36.7996,-119.90416
751," 921 4th Ave #10 San Diego, CA 92101 ",378 sqft,"$177,000",32.714893000000004,-117.16108
752," 2400 Webster St #1 San Francisco, CA 94115 ","1,089 sqft","$1,195,000",37.792953,-122.43279
753," 38073 Alta Dr Fremont, CA 94536 ","1,694 sqft","$1,168,000",37.540737,-122.00971
754," 8536 Kern Canyon Rd #213 Bakersfield, CA 93306 ","1,672 sqft","$59,000",35.381065,-118.91088
755," 4780 35th St #1 San Diego, CA 92116 ","1,483 sqft","$699,000",32.764988,-117.11757
756," 11 Evening Breeze #17 Irvine, CA 92603 ","1,740 sqft","$750,000",33.633854,-117.79958
757," 1846 Lemoyne St Los Angeles, CA 90026 ","1,400 sqft","$949,900",34.085873,-118.25433
758," 2205 Beech Knoll Rd Los Angeles, CA 90046 ","2,140 sqft","$1,699,000",34.111053,-118.37583
759," 943 E 52nd St #1 Los Angeles, CA 90011 ","1,473 sqft","$437,000",33.99591,-118.25912
760," 680 Harbor St #5 Venice, CA 90291 ","2,316 sqft","$1,650,000",33.98469,-118.46004
761," 58 Vernon St #201 Oakland, CA 94610 ","1,221 sqft","$985,000",37.812347,-122.25982
762," 3649 Walnut Ave Long Beach, CA 90807 ",893 sqft,"$599,000",33.82391,-118.17227
763," 932 Broderick St #2 San Francisco, CA 94115 ","1,183 sqft","$1,150,000",37.779316,-122.44018
764," 2990 Holyrood Dr Oakland, CA 94611 ","3,302 sqft","$1,985,000",37.821144,-122.19041
765," 4606 Janet Pl San Diego, CA 92115 ","2,429 sqft","$1,125,000",32.768612,-117.09461
766," 425 1st St #5406 San Francisco, CA 94105 ","1,268 sqft","$2,588,000",37.786064,-122.39217
767," 896 E Catalina Cir Fresno, CA 93730 ","2,222 sqft","$490,000",36.887768,-119.76904
768," 41 Mayfair Irvine, CA 92620 ","1,365 sqft","$709,000",33.704372,-117.74443
769," 7845 Golfcrest Dr #24 San Diego, CA 92119 ",936 sqft,"$325,000",32.817482,-117.046234
770," 12534 San Fernando Rd Sylmar, CA 91342 ","1,619 sqft","$750,000",34.29792,-118.455864
772," 9816 Sentinel Peak Pl Bakersfield, CA 93311 ","2,438 sqft","$349,800",35.3031,-119.11195
773," 5902 W Everett Ave Fresno, CA 93722 ","1,965 sqft","$345,000",36.849308,-119.89685
774," 5571 Golf St Riverside, CA 92509 ","3,012 sqft","$619,300",33.98675,-117.46539
775," 1629 Church St Oakland, CA 94621 ","1,557 sqft","$660,000",37.762794,-122.188255
776," 632 Brooks Ave Venice, CA 90291 ","3,500 sqft","$5,595,000",33.99567,-118.46774
777," 7463 Troost Ave North Hollywood, CA 91605 ","3,574 sqft","$1,125,000",34.206493,-118.386955
778," 5091 Ithaca Ave Los Angeles, CA 90032 ",972 sqft,"$399,000",34.071945,-118.17586
779," 1250 S Brookhurst St #2096 Anaheim, CA 92804 ","1,172 sqft","$314,999",33.81561,-117.95797
780," 20744 Tribune St Chatsworth, CA 91311 ","1,677 sqft","$625,000",34.266052,-118.58588
781," 2604 5th Ave #904 San Diego, CA 92103 ","3,995 sqft","$4,750,000",32.732746,-117.16059
782," 10076 Maya Linda Rd #1104 San Diego, CA 92126 ",956 sqft,"$370,000",32.9015,-117.119644
783," 1432 W 105th St Los Angeles, CA 90047 ","1,320 sqft","$429,900",33.94067,-118.30148
784," 12010 Santiam Ct Mira Loma, CA 91752 ","3,592 sqft","$645,000",33.963516,-117.5448
785," 1092 Evergreen St San Diego, CA 92106 ","1,454 sqft","$1,125,000",32.722603,-117.23421
786," 18341 Tarzana Dr Tarzana, CA 91356 ","2,016 sqft","$1,145,000",34.162464,-118.533165
787," 1410 Fedora St Los Angeles, CA 90006 ","2,600 sqft","$898,000",34.04597,-118.29739
788," 8903 Willis Ave #1 Panorama City, CA 91402 ","1,565 sqft","$377,000",34.23209,-118.4558
789," 4724 Kester Ave #401 Sherman Oaks, CA 91403 ","1,320 sqft","$649,000",34.15641,-118.4568
790," 1382 Piedra Morada Dr Pacific Palisades, CA 90272 ","6,391 sqft","$4,795,000",34.072544,-118.551285
791," 20209 Harlan Ave Carson, CA 90746 ","1,712 sqft","$599,000",33.848473,-118.24311
792," 2243 24th Ave Oakland, CA 94601 ","1,365 sqft","$500,000",37.789116,-122.22856
793," 358 S Anteros Ave Stockton, CA 95215 ","1,430 sqft","$305,000",37.959236,-121.23941
794," 984 E J St Chula Vista, CA 91910 ","1,594 sqft","$590,000",32.63067,-117.01759
795," 8332 Regents Rd #1B San Diego, CA 92122 ",687 sqft,"$349,000",32.866295,-117.22233
796," 56 Painted Sky Irvine, CA 92602 ","2,380 sqft","$1,498,000",33.735428,-117.75536
797," 18340 18340 Reseda, CA 91335 ","1,881 sqft","$549,000",34.201286,-118.540695
798," 3137 Lisa Dr Modesto, CA 95350 ","1,249 sqft","$315,000",37.684486,-121.02172
799," 5929 Caminito Chiapas San Diego, CA 92108 ","1,334 sqft","$485,000",32.78192,-117.10757
800," 2730 Nicol Ave Oakland, CA 94602 ","1,145 sqft","$575,000",37.79446,-122.21759
801," 418 Fairland Ave Modesto, CA 95357 ","3,317 sqft","$895,000",37.63333,-120.87864
802," 3316 Beswick St Los Angeles, CA 90023 ","1,784 sqft","$679,000",34.024326,-118.20501
803," 1519 N Poplar Ave Fresno, CA 93728 ","1,873 sqft","$220,284",36.76358,-119.79706
804," 4258 Lakeshore Ave Oakland, CA 94610 ","1,695 sqft","$1,050,000",37.815243,-122.23263
805," 388 E Ocean Blvd #706 Long Beach, CA 90802 ",680 sqft,"$345,000",33.766228,-118.18756
806," 767 Bryant St #202 San Francisco, CA 94107 ","1,850 sqft","$1,349,000",37.77636,-122.401566
807," 16025 Caminito Aire Puro San Diego, CA 92128 ","1,500 sqft","$725,000",33.004765,-117.06442
808," 24014 Marbella Ave Carson, CA 90745 ","1,393 sqft","$625,000",33.806755,-118.27039
809," 1721 Sirrine Dr Santa Ana, CA 92705 ","2,060 sqft","$949,998",33.776176,-117.76765
810," 550 Front St #2402 San Diego, CA 92101 ","1,045 sqft","$824,900",32.71107,-117.16515
811," 3406 Purdue Dr Bakersfield, CA 93306 ","1,590 sqft","$170,788",35.39951,-118.95527
812," 5460 White Oak Ave #E123 Encino, CA 91316 ",990 sqft,"$314,950",34.16982,-118.517296
813," 6767 Windward St San Diego, CA 92114 ","2,083 sqft","$529,000",32.69331,-117.04794
814," 1353 Caminito Arriata La Jolla, CA 92037 ","2,998 sqft","$1,849,000",32.814396,-117.250725
815," 521 N Formosa Ave Los Angeles, CA 90036 ","1,482 sqft","$1,399,000",34.080917,-118.346565
816," 131 Character Irvine, CA 92618 ","3,507 sqft","$1,484,990",33.6839,-117.7245
817," 4665 Da Vinci St San Diego, CA 92130 ","2,210 sqft","$959,000",32.943314,-117.216064
818," 5109 Ocean Front Walk Marina Del Rey, CA 90292 ","5,863 sqft","$14,999,000",33.968273,-118.457924
819," 2738 Council St Los Angeles, CA 90026 ","3,197 sqft","$1,299,000",34.071632,-118.278046
820," Castella Plan in Palomar at Pacific Highlands Ranch by Toll Brothers San Diego, CA 92130 ","6,059 sqft","$2,224,995+",32.970867,-117.1931
821," 503 Lincoln Ave Bakersfield, CA 93308 ","1,116 sqft","$159,000",35.41436,-119.03035
822," 35 Darlington Irvine, CA 92620 ","1,300 sqft","$655,000",33.729286,-117.759514
823," 1540 Oaktree Ln Stockton, CA 95209 ","3,281 sqft","$442,700",38.046715,-121.33359
824," 143 Desert Bloom Irvine, CA 92618 ","1,733 sqft","$853,800",33.69725,-117.71151
825," 1611 Hotel Cir S #A101 San Diego, CA 92108 ",974 sqft,"$399,500",32.757866,-117.17849
826," 15305 Saverne Cir Irvine, CA 92604 ","1,950 sqft","$975,000",33.687744,-117.7851
827," 5410 Beardsley Ln Stockton, CA 95219 ","2,545 sqft","$449,000",38.050896,-121.381615
828," 2904 Ridgedale St Bakersfield, CA 93306 ","1,381 sqft","$189,999",35.3799,-118.94506
829," 555 Maine Ave #214 Long Beach, CA 90802 ","1,155 sqft","$474,999",33.77352,-118.20094
830," 10497 Caminito Mayten San Diego, CA 92131 ","1,694 sqft","$539,900",32.89906,-117.10152
831," 1319 Diamond St San Diego, CA 92109 ","1,152 sqft","$1,375,000",32.801205,-117.24661
832," 3430 N Marks Ave Fresno, CA 93722 ","3,010 sqft","$329,900",36.786995,-119.843956
833," 1430 Russell Dr Long Beach, CA 90804 ",994 sqft,"$649,900",33.78506,-118.13601
834," 849 W Cambridge Ave Fresno, CA 93705 ","1,870 sqft","$280,000",36.768997,-119.82162
835," 5114 Bowden Ave San Diego, CA 92117 ","1,308 sqft","$649,000",32.82678,-117.18173
836," 54 Bridgeport Irvine, CA 92620 ","1,300 sqft","$759,000",33.7062,-117.77516
837," 1378-1380 19th Ave San Francisco, CA 94122 ","1,840 sqft","$1,199,000",37.762135,-122.476685
838," 6643 Royer Ave West Hills, CA 91307 ","1,853 sqft","$699,000",34.19107,-118.628746
839," Residence 1392 Plan in Santa Barbara at Spring Mountain Ranch by KB Home Riverside, CA 92507 ","1,392 sqft","$413,990+",34.006947,-117.303665
840," 42656 Charleston Way Fremont, CA 94538 ","1,483 sqft","$900,000",37.52219,-121.953804
841," 124 Messenger Irvine, CA 92618 ","1,646 sqft","$792,000",33.689632,-117.70417
842," 458 5th Ave San Francisco, CA 94118 ","2,347 sqft","$1,850,000",37.779915,-122.462975
843," 8601 International Ave #138 Canoga Park, CA 91304 ",900 sqft,"$296,000",34.227325,-118.59958
844," 19 Spruce Via Anaheim, CA 92801 ",800 sqft,"$69,900",33.86467,-117.91353
845," 7001 Sario Dr Bakersfield, CA 93313 ","2,325 sqft","$350,000",35.291748,-119.0651
